Date,Time,Category,Item,Qty,Product Sales,Discounts,Net Sales,Itemization Type
30/11/2024,18:23:53,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/11/2024,17:57:27,Beverages,Drink - WATER,1,$3.00,-$3.00,$0.00,Physical Good
30/11/2024,17:46:54,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/11/2024,17:34:54,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/11/2024,17:31:18,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/11/2024,17:10:50,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/11/2024,16:49:16,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
30/11/2024,15:51:45,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
30/11/2024,15:22:01,None,Astronaut - Cat Lady,1,$50.00,-$50.00,$0.00,Physical Good
30/11/2024,15:22:01,None,Astro Boy - B,1,$75.00,-$75.00,$0.00,Physical Good
30/11/2024,15:05:07,None,Piggy - Peachy,1,$36.31,$0.00,$36.31,Physical Good
30/11/2024,14:33:19,Halloween,Halloween - Bubu Lala,1,$45.38,$0.00,$45.38,Physical Good
30/11/2024,14:26:58,None,Bubu Lala - Flower B,1,$40.84,$0.00,$40.84,Physical Good
30/11/2024,14:25:19,Sanrio,Cina,1,$36.31,$0.00,$36.31,Physical Good
30/11/2024,14:24:17,Sanrio,Kuro – Magician Hat,1,$40.84,$0.00,$40.84,Physical Good
30/11/2024,14:18:44,Sanrio,Mel,1,$36.31,$0.00,$36.31,Physical Good
30/11/2024,14:18:20,None,Bowtie Cat - School Girl,1,$40.84,$0.00,$40.84,Physical Good
30/11/2024,14:00:28,Sanrio,Kuro - Eclipse,1,$45.00,-$45.00,$0.00,Physical Good
30/11/2024,14:00:28,None,Capybara - Frog Backpack,1,$50.00,-$50.00,$0.00,Physical Good
30/11/2024,13:46:24,Beverages,Drink - WATER,2,$5.45,$0.00,$5.45,Physical Good
30/11/2024,13:27:48,None,Strawberry Bear - Princess,1,$40.91,$0.00,$40.91,Physical Good
30/11/2024,13:27:48,Halloween,Halloween - Bubu Lala,1,$45.45,$0.00,$45.45,Physical Good
30/11/2024,13:14:00,None,Capybara - Lucky Wish,2,$90.76,$0.00,$90.76,Physical Good
30/11/2024,13:14:00,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/11/2024,13:14:00,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/11/2024,13:00:59,None,Bowtie Cat - School Girl,1,$40.84,$0.00,$40.84,Physical Good
30/11/2024,13:00:59,None,Dor - Bat,1,$40.84,$0.00,$40.84,Physical Good
30/11/2024,13:00:59,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/11/2024,13:00:59,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/11/2024,12:57:05,Beverages,Drink - Yellow Red Bull,1,$4.77,-$2.50,$2.27,Physical Good
30/11/2024,12:46:57,Beverages,Drink - 0 Degree Iced Tea,1,$4.29,-$2.25,$2.04,Physical Good
30/11/2024,12:41:10,None,Capybara - Lucky Wish,1,$45.38,$0.00,$45.38,Physical Good
30/11/2024,12:41:10,POP MART Character,Dim Dim,1,$45.38,$0.00,$45.38,Physical Good
30/11/2024,11:38:53,None,Dor - Captain US,1,$31.77,$0.00,$31.77,Physical Good
30/11/2024,11:38:53,Couple,Couple - Loving Bear,1,$49.92,$0.00,$49.92,Physical Good
29/11/2024,17:53:52,None,Piggy – Happy,2,$77.23,-$50.00,$27.23,Physical Good
29/11/2024,17:27:29,Beverages,Drink - COKE ZERO,1,$2.72,$0.00,$2.72,Physical Good
29/11/2024,16:46:02,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
29/11/2024,16:15:18,None,Cina – Magician Hat,1,$40.84,$0.00,$40.84,Physical Good
29/11/2024,16:15:18,None,Bear Holder - B,1,$59.00,$0.00,$59.00,Physical Good
29/11/2024,15:04:12,None,Bubu Lala - Flower B,1,$40.85,$0.00,$40.85,Physical Good
29/11/2024,15:04:12,None,BuBu LaLa,1,$45.38,$0.00,$45.38,Physical Good
29/11/2024,14:53:59,Couple,Couple – Cat,1,$49.92,$0.00,$49.92,Physical Good
29/11/2024,14:48:41,None,Larva - Open Mouth B,1,$31.77,$0.00,$31.77,Physical Good
29/11/2024,14:48:41,None,Teddy with Tote,1,$36.30,$0.00,$36.30,Physical Good
29/11/2024,14:12:24,None,Totoro,1,$45.00,-$45.00,$0.00,Physical Good
29/11/2024,14:12:03,None,Dor - Astronaut,-1,-$45.00,$45.00,$0.00,Physical Good
29/11/2024,14:11:01,None,Totoro,1,$40.84,$0.00,$40.84,Physical Good
29/11/2024,14:01:48,None,Dor - Magician hat,1,$40.84,$0.00,$40.84,Physical Good
29/11/2024,14:01:18,None,Dor - Astronaut,1,$45.00,-$45.00,$0.00,Physical Good
29/11/2024,14:00:16,None,Dor - Magician hat,1,$45.00,-$45.00,$0.00,Physical Good
29/11/2024,13:59:39,None,Cina – Magician Hat,1,$45.00,-$45.00,$0.00,Physical Good
29/11/2024,13:27:04,None,Repeat painting,1,$9.08,$0.00,$9.08,Service
28/11/2024,21:07:00,Couple,Couple - Lucky Cat,1,$49.92,$0.00,$49.92,Physical Good
28/11/2024,19:51:08,None,Capybara - Piggy Hat,1,$45.38,$0.00,$45.38,Physical Good
28/11/2024,19:51:08,Beverages,Drink - WATER,1,$2.72,$0.00,$2.72,Physical Good
28/11/2024,18:56:38,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
28/11/2024,18:16:11,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
28/11/2024,18:16:11,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
28/11/2024,16:00:27,Sanrio,Purin,1,$40.84,$0.00,$40.84,Physical Good
28/11/2024,15:38:35,Couple,Couple – Resting Bear,1,$49.92,$0.00,$49.92,Physical Good
28/11/2024,15:25:57,Raws/Kaws,Raws - Furry,1,$45.38,$0.00,$45.38,Physical Good
28/11/2024,15:25:41,None,Bear - Drink,1,$36.31,$0.00,$36.31,Physical Good
28/11/2024,14:22:14,Couple,Couple – Avo Duck,1,$55.00,-$55.00,$0.00,Physical Good
28/11/2024,14:22:14,None,Capybara - On Lotus,1,$60.00,-$60.00,$0.00,Physical Good
28/11/2024,13:09:44,Sanrio,Cina,1,$36.31,$0.00,$36.31,Physical Good
28/11/2024,12:47:45,None,Teddy with Tote,1,$36.30,$0.00,$36.30,Physical Good
28/11/2024,12:47:45,Sanrio,Cina,1,$36.31,$0.00,$36.31,Physical Good
27/11/2024,21:15:09,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/11/2024,20:31:10,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/11/2024,20:26:05,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/11/2024,20:19:19,None,Kuro - Princess,1,$40.84,$0.00,$40.84,Physical Good
27/11/2024,20:19:19,None,Custom Amount,1,$40.84,$0.00,$40.84,
27/11/2024,20:19:19,Beverages,Drink - WATER,1,$2.72,$0.00,$2.72,Physical Good
27/11/2024,20:19:19,Beverages,Drink - 0 Degree Iced Tea,1,$4.09,$0.00,$4.09,Physical Good
27/11/2024,20:18:00,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
27/11/2024,19:18:43,None,SP - Witch,1,$45.38,$0.00,$45.38,Physical Good
27/11/2024,19:17:41,Couple,Couple - Loving Bear,1,$49.92,$0.00,$49.92,Physical Good
27/11/2024,19:06:57,Couple,Couple - Loving Bear,1,$49.92,$0.00,$49.92,Physical Good
27/11/2024,18:05:30,None,Capybara - Piggy Hat,1,$45.38,$0.00,$45.38,Physical Good
27/11/2024,17:46:24,Beverages,Drink - Lipton PEACH,1,$4.55,$0.00,$4.55,Physical Good
27/11/2024,17:46:24,Beverages,Drink - WATER,2,$5.45,$0.00,$5.45,Physical Good
27/11/2024,17:30:36,None,Capybara - Turtle Hat,1,$45.38,$0.00,$45.38,Physical Good
27/11/2024,17:30:16,None,Teddy with Tote,1,$36.31,$0.00,$36.31,Physical Good
27/11/2024,17:30:16,Couple,Couple - Ducky,1,$49.92,$0.00,$49.92,Physical Good
27/11/2024,15:03:43,None,SP - Sailor Moon,1,$45.38,$0.00,$45.38,Physical Good
