Date,Time,Category,Item,Qty,Product Sales,Discounts,Net Sales,Itemization Type
31/05/2024,22:05:35,None,pokemon - icecream,1,$36.31,$0.00,$36.31,Physical Good
31/05/2024,22:04:02,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/05/2024,22:03:51,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/05/2024,21:37:12,Kuromi,Kuromi - Dragon,1,$40.84,$0.00,$40.84,Physical Good
31/05/2024,21:37:12,None,teddy bear,1,$36.31,$0.00,$36.31,Physical Good
31/05/2024,21:07:30,None,Mini Lotso Bear,1,$36.31,$0.00,$36.31,Physical Good
31/05/2024,21:07:30,None,Pikachu on Saturn,1,$40.84,$0.00,$40.84,Physical Good
31/05/2024,21:00:47,None,Teddy With Tote,1,$36.30,$0.00,$36.30,Physical Good
31/05/2024,21:00:47,None,Chicken Mama,1,$36.31,$0.00,$36.31,Physical Good
31/05/2024,20:56:03,Beverages,Water - Bottle,1,$2.72,$0.00,$2.72,Physical Good
31/05/2024,20:55:16,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/05/2024,20:55:16,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/05/2024,20:46:14,None,Skullpanda - Raining Day,1,$54.46,$0.00,$54.46,Physical Good
31/05/2024,20:45:48,Skull Panda,Skull Panda 5,1,$40.84,$0.00,$40.84,Physical Good
31/05/2024,20:38:13,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/05/2024,20:20:50,None,baa baa sheep,1,$36.31,$0.00,$36.31,Physical Good
31/05/2024,20:20:27,None,Prism Bear,1,$45.38,$0.00,$45.38,Physical Good
31/05/2024,20:19:53,Piggy,Piggy - Peach,1,$36.36,$0.00,$36.36,Physical Good
31/05/2024,20:18:42,None,Mini Plate,2,$45.38,$0.00,$45.38,Physical Good
31/05/2024,20:18:28,None,Skull Panda - Rabbit Trainer,1,$45.38,$0.00,$45.38,Physical Good
31/05/2024,20:02:03,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/05/2024,20:02:03,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/05/2024,19:59:25,None,Resting Sloth,1,$27.23,$0.00,$27.23,Physical Good
31/05/2024,19:59:25,Skull Panda,Skull Panda 1,1,$40.84,$0.00,$40.84,Physical Good
31/05/2024,19:18:30,None,Imperfect,1,$22.69,$0.00,$22.69,Physical Good
31/05/2024,19:17:44,None,Imperfect,1,$22.69,$0.00,$22.69,Physical Good
31/05/2024,18:08:06,None,Teddy With Tote,1,$36.30,$0.00,$36.30,Physical Good
31/05/2024,18:08:06,None,teddy bear,1,$36.31,$0.00,$36.31,Physical Good
31/05/2024,17:54:53,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/05/2024,17:54:53,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/05/2024,17:37:05,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/05/2024,17:37:05,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/05/2024,17:00:46,None,Teddy With Tote,2,$72.61,$0.00,$72.61,Physical Good
31/05/2024,16:26:12,None,Pikachu on Saturn,1,$40.84,$0.00,$40.84,Physical Good
31/05/2024,16:26:12,None,Lotso Bear - Balloon,1,$40.85,$0.00,$40.85,Physical Good
31/05/2024,16:26:12,Beverages,Drink - Banana Milk,1,$3.40,$0.00,$3.40,Physical Good
31/05/2024,16:19:25,Kuromi,Kuromi - Clown,1,$40.84,$0.00,$40.84,Physical Good
31/05/2024,16:07:16,None,Take-home kit,2,$5.45,$0.00,$5.45,Physical Good
31/05/2024,16:06:39,None,Pikachu on Saturn,1,$40.84,$0.00,$40.84,Physical Good
31/05/2024,15:56:58,None,Mini Plate,2,$45.38,$0.00,$45.38,Physical Good
31/05/2024,15:56:58,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/05/2024,15:56:58,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/05/2024,15:56:00,None,Imperfect,1,$22.69,$0.00,$22.69,Physical Good
31/05/2024,15:55:26,None,Damaged Item,1,$22.69,$0.00,$22.69,Physical Good
31/05/2024,15:24:12,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/05/2024,15:24:12,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/05/2024,15:17:16,None,Mini Lotso Bear,1,$36.31,$0.00,$36.31,Physical Good
31/05/2024,15:17:16,None,Lotso Bear (waving),1,$40.84,$0.00,$40.84,Physical Good
31/05/2024,15:11:46,Beverages,Bottle - Sting,1,$4.31,$0.00,$4.31,Physical Good
31/05/2024,15:11:46,None,Tea - 0 degree,1,$4.09,$0.00,$4.09,Physical Good
31/05/2024,15:06:26,None,Mini Plate,1,$22.69,$0.00,$22.69,Physical Good
31/05/2024,15:06:07,None,Angel - Sleeping,1,$45.38,$0.00,$45.38,Physical Good
31/05/2024,14:36:47,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/05/2024,14:36:47,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/05/2024,14:36:47,None,Gloss Varnish,1,$4.53,$0.00,$4.53,Service
31/05/2024,14:28:38,Skull Panda,Skull Panda 1,1,$41.46,-$6.75,$34.71,Physical Good
31/05/2024,14:28:38,Bear Brick,Bear Brick - OG,1,$41.47,-$6.75,$34.72,Physical Good
31/05/2024,14:26:22,None,Skull Panda - Rabbit Trainer,1,$46.07,-$7.50,$38.57,Physical Good
31/05/2024,14:26:22,Skull Panda,Skull Panda 3,1,$41.47,-$6.75,$34.72,Physical Good
31/05/2024,14:23:41,Kuromi,Kuromi - Clown,1,$41.47,-$6.75,$34.72,Physical Good
31/05/2024,14:13:25,Bear Brick,Bear Brick - Rabbit,1,$41.47,-$6.75,$34.72,Physical Good
31/05/2024,14:06:44,None,Resting Sloth,1,$27.64,-$4.50,$23.14,Physical Good
