Date,Time,Category,Item,Qty,Product Sales,Discounts,Net Sales,Itemization Type
31/08/2024,23:02:35,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/08/2024,22:56:06,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/08/2024,21:12:59,Beverages,Drink - COKE,1,$2.72,$0.00,$2.72,Physical Good
31/08/2024,21:12:36,Bear Stick / Bear Brick,Bear Stick - Heart,1,$45.00,-$45.00,$0.00,Physical Good
31/08/2024,21:10:26,None,Dino,1,$36.31,$0.00,$36.31,Physical Good
31/08/2024,21:09:57,None,Cat - Bottle,1,$40.84,$0.00,$40.84,Physical Good
31/08/2024,20:42:37,Stitch,Mitch - Dragon Hat,1,$40.84,$0.00,$40.84,Physical Good
31/08/2024,20:42:11,None,Teddy with Tote,1,$36.31,$0.00,$36.31,Physical Good
31/08/2024,20:37:41,None,Luff - on Rock,1,$45.00,-$45.00,$0.00,Physical Good
31/08/2024,20:37:41,Sanrio,Kuro – Magician Hat,1,$45.00,-$45.00,$0.00,Physical Good
31/08/2024,19:36:34,None,Luff - Pirate Boy,1,$40.84,$0.00,$40.84,Physical Good
31/08/2024,19:36:34,None,Puppy,1,$36.31,$0.00,$36.31,Physical Good
31/08/2024,18:11:25,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/08/2024,18:11:25,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/08/2024,18:11:25,Beverages,Drink - Milkis,1,$2.72,$0.00,$2.72,Physical Good
31/08/2024,18:05:43,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
31/08/2024,18:05:26,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/08/2024,17:39:59,None,Apple Baby,1,$31.82,$0.00,$31.82,Physical Good
31/08/2024,17:39:18,None,Astro Boy,1,$45.00,-$45.00,$0.00,Physical Good
31/08/2024,17:13:18,None,Dino,1,$36.31,$0.00,$36.31,Physical Good
31/08/2024,17:12:50,None,Rabbit - Glasses,1,$36.31,$0.00,$36.31,Physical Good
31/08/2024,17:06:58,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
31/08/2024,16:39:14,Disney Characters,Monster - Suli & Mike,1,$54.46,$0.00,$54.46,Physical Good
31/08/2024,16:39:14,Beverages,Drink - COKE,1,$2.72,$0.00,$2.72,Physical Good
31/08/2024,16:31:17,Couple,Couple - Rabbit,1,$49.92,$0.00,$49.92,Physical Good
31/08/2024,16:29:45,None,Ducky Star,1,$45.00,-$45.00,$0.00,Physical Good
31/08/2024,16:02:57,None,Custom Amount,1,$40.00,-$40.00,$0.00,
31/08/2024,16:02:57,None,Dino - Baby,1,$40.00,-$40.00,$0.00,Physical Good
31/08/2024,16:00:34,Disney Characters,Dom - Square,1,$36.30,$0.00,$36.30,Physical Good
31/08/2024,16:00:34,Disney Characters,Terry - Cheesy Mouse,1,$36.31,$0.00,$36.31,Physical Good
31/08/2024,15:56:15,None,Custom Amount,1,$36.31,$0.00,$36.31,
31/08/2024,15:49:20,None,Pat,2,$72.61,$0.00,$72.61,Physical Good
