Date,Time,Category,Item,Qty,Product Sales,Discounts,Net Sales,Itemization Type
30/04/2024,21:56:22,None,Drink - Banana Milk,1,$3.41,$0.00,$3.41,Physical Good
30/04/2024,21:36:48,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
30/04/2024,21:36:48,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/04/2024,21:36:48,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
30/04/2024,20:26:16,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/04/2024,20:26:16,None,Rabbit - Beanie 2,1,$40.91,$0.00,$40.91,Physical Good
30/04/2024,20:21:22,Couple,Couple - Cat,1,$50.00,$0.00,$50.00,Physical Good
30/04/2024,20:21:22,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
30/04/2024,20:17:49,None,Tea - 0 degree,1,$4.09,$0.00,$4.09,Physical Good
30/04/2024,20:16:31,None,Cat Lady - Bottle,1,$36.36,$0.00,$36.36,Physical Good
30/04/2024,20:16:31,Skull Panda,Skull Panda 1,1,$40.91,$0.00,$40.91,Physical Good
30/04/2024,20:16:31,None,Baby Dragon,1,$40.91,$0.00,$40.91,Physical Good
30/04/2024,20:04:04,None,Drink - Banana Milk,1,$3.41,$0.00,$3.41,Physical Good
30/04/2024,20:03:34,None,Stitch - Hat,1,$40.90,$0.00,$40.90,Physical Good
30/04/2024,20:03:34,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
30/04/2024,19:48:34,Piggy,Piggy The Queen,1,$36.36,$0.00,$36.36,Physical Good
30/04/2024,19:48:34,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
30/04/2024,19:48:04,None,Ducky - Star,1,$40.91,$0.00,$40.91,Physical Good
30/04/2024,19:31:39,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/04/2024,19:31:39,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
30/04/2024,18:10:38,None,Teddy With Tote,1,$36.36,$0.00,$36.36,Physical Good
30/04/2024,18:01:24,None,Lion Dance Cat - Large,1,$54.54,$0.00,$54.54,Physical Good
30/04/2024,18:01:24,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
30/04/2024,17:01:00,None,Peach Baby,1,$31.82,$0.00,$31.82,Physical Good
30/04/2024,17:00:28,None,Dino - Small,1,$31.82,$0.00,$31.82,Physical Good
30/04/2024,16:24:10,None,Drink - Lipton,1,$4.55,$0.00,$4.55,Physical Good
30/04/2024,16:21:56,None,Angel - Small,1,$31.82,$0.00,$31.82,Physical Good
30/04/2024,16:21:56,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/04/2024,15:39:44,None,Imperfect,1,$22.73,$0.00,$22.73,Physical Good
30/04/2024,15:39:19,Skull Panda,Skull Panda 3,1,$40.90,$0.00,$40.90,Physical Good
30/04/2024,15:39:19,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
30/04/2024,15:38:33,Skull Panda,Skull Panda 5,1,$40.91,$0.00,$40.91,Physical Good
30/04/2024,15:36:49,None,Imperfect,1,$22.73,$0.00,$22.73,Physical Good
30/04/2024,15:36:49,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/04/2024,14:51:45,None,Pot Lady Large - 1,1,$50.75,-$8.25,$42.50,Physical Good
30/04/2024,14:51:45,None,Astronaut,1,$32.30,-$5.25,$27.05,Physical Good
30/04/2024,14:40:31,None,Imperfect,1,$23.07,-$3.75,$19.32,Physical Good
30/04/2024,13:08:39,None,Dino - Disco,1,$41.52,-$6.75,$34.77,Physical Good
30/04/2024,13:08:39,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
30/04/2024,12:22:17,None,Baby Dragon,1,$41.52,-$6.75,$34.77,Physical Good
30/04/2024,12:22:17,Bear Brick,Bear Brick - Rainbow,1,$41.53,-$6.75,$34.78,Physical Good
30/04/2024,12:22:17,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/04/2024,12:22:17,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
29/04/2024,21:30:45,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
29/04/2024,21:16:26,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
29/04/2024,21:16:07,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
29/04/2024,20:23:59,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
29/04/2024,19:51:14,Couple,Couple - Tomato,1,$50.00,$0.00,$50.00,Physical Good
29/04/2024,19:49:38,Beverages,Soft Drink - Can,-1,-$2.73,$0.00,-$2.73,Physical Good
29/04/2024,19:49:23,Beverages,Soft Drink - Can,-1,-$2.73,$0.00,-$2.73,Physical Good
29/04/2024,19:49:09,Beverages,Soft Drink - Can,-1,-$2.73,$0.00,-$2.73,Physical Good
29/04/2024,19:46:33,Beverages,Soft Drink - Can,1,$2.73,$0.00,$2.73,Physical Good
29/04/2024,19:35:47,Beverages,Soft Drink - Can,1,$2.73,$0.00,$2.73,Physical Good
29/04/2024,19:34:44,Beverages,Soft Drink - Can,1,$2.73,$0.00,$2.73,Physical Good
29/04/2024,19:30:38,Beverages,Soft Drink - Can,-1,-$2.73,$0.00,-$2.73,Physical Good
29/04/2024,19:30:26,Beverages,Soft Drink - Can,-1,-$2.73,$0.00,-$2.73,Physical Good
29/04/2024,19:28:53,Beverages,Soft Drink - Can,1,$2.73,$0.00,$2.73,Physical Good
29/04/2024,19:27:55,Beverages,Soft Drink - Can,1,$2.73,$0.00,$2.73,Physical Good
29/04/2024,19:27:33,Beverages,Soft Drink - Can,1,$2.73,$0.00,$2.73,Physical Good
29/04/2024,19:24:23,None,Puppy - Glasses,1,$31.82,$0.00,$31.82,Physical Good
29/04/2024,19:24:23,None,Rabbit - Beanie 1,1,$40.91,$0.00,$40.91,Physical Good
29/04/2024,19:24:23,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
29/04/2024,19:24:23,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
29/04/2024,18:39:49,Beverages,Energy Drink - Red Bull,1,$4.55,$0.00,$4.55,Physical Good
29/04/2024,18:38:29,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
29/04/2024,18:38:29,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
