Date,Time,Category,Item,Qty,Product Sales,Discounts,Net Sales,Itemization Type
30/06/2024,21:22:48,Kuromi,Kuromi - Heart,1,$40.85,$0.00,$40.85,Physical Good
30/06/2024,21:22:48,None,Kaws,1,$45.38,$0.00,$45.38,Physical Good
30/06/2024,20:03:34,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,20:03:34,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,20:01:18,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,20:01:18,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,19:54:12,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,19:38:27,None,Tea - C2,1,$4.08,$0.00,$4.08,Physical Good
30/06/2024,19:10:05,Beverages,Soft Drink - Can,1,$2.72,$0.00,$2.72,Physical Good
30/06/2024,18:11:21,Kuromi,Kuromi - Heart,1,$40.85,$0.00,$40.85,Physical Good
30/06/2024,18:11:21,Beverages,Soft Drink - Can,1,$2.72,$0.00,$2.72,Physical Good
30/06/2024,18:10:55,None,Capybara,1,$45.38,$0.00,$45.38,Physical Good
30/06/2024,18:10:19,None,Teddy With Tote,1,$36.30,$0.00,$36.30,Physical Good
30/06/2024,18:10:19,None,pokemon - icecream,1,$36.31,$0.00,$36.31,Physical Good
30/06/2024,18:10:00,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,18:10:00,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,18:04:59,None,Marvel,1,$45.38,$0.00,$45.38,Physical Good
30/06/2024,18:04:59,Bear Brick,Bear - Astro,1,$45.38,$0.00,$45.38,Physical Good
30/06/2024,17:54:31,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
30/06/2024,17:42:24,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,17:38:14,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,17:04:27,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,17:04:27,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,16:59:25,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,16:56:45,None,Kaws - Furry,1,$45.38,$0.00,$45.38,Physical Good
30/06/2024,16:56:45,Bear Brick,Bear - Astro,1,$45.38,$0.00,$45.38,Physical Good
30/06/2024,16:56:25,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,16:56:17,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,16:56:07,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,16:51:27,None,Capybara,1,$45.38,$0.00,$45.38,Physical Good
30/06/2024,16:51:27,None,pokemon - icecream,1,$36.31,$0.00,$36.31,Physical Good
30/06/2024,16:46:22,None,Skull Panda - Gold Hat,1,$45.38,$0.00,$45.38,Physical Good
30/06/2024,16:46:22,None,Skull Panda - Rabbit Trainer,1,$45.38,$0.00,$45.38,Physical Good
30/06/2024,16:43:42,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,16:43:42,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,16:38:33,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,16:33:16,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,16:32:01,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,16:31:46,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,16:31:27,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,16:23:54,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,15:53:05,None,Dino - Small,1,$36.31,$0.00,$36.31,Physical Good
30/06/2024,15:52:52,None,Capybara,1,$45.45,$0.00,$45.45,Physical Good
30/06/2024,15:29:20,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,15:18:59,Couple,Couple - Avo Duck,1,$49.92,$0.00,$49.92,Physical Good
30/06/2024,15:13:34,None,Kaws,1,$45.38,$0.00,$45.38,Physical Good
30/06/2024,15:13:34,None,Rabbit on Ducky,1,$40.85,$0.00,$40.85,Physical Good
30/06/2024,15:07:30,None,Teddy With Tote,1,$36.30,$0.00,$36.30,Physical Good
30/06/2024,15:07:30,None,Astronaut,1,$31.77,$0.00,$31.77,Physical Good
30/06/2024,15:01:16,None,Skull Panda - Rabbit Trainer,2,$90.91,$0.00,$90.91,Physical Good
30/06/2024,15:00:06,None,Kaws - Furry,1,$45.45,$0.00,$45.45,Physical Good
30/06/2024,15:00:06,None,Cinamon queen,1,$40.91,$0.00,$40.91,Physical Good
30/06/2024,14:56:26,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
30/06/2024,14:56:26,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,14:56:26,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
30/06/2024,14:55:22,Beverages,Energy Drink - Red Bull,1,$4.54,$0.00,$4.54,Physical Good
30/06/2024,14:55:22,Beverages,Soft Drink - Can,1,$2.72,$0.00,$2.72,Physical Good
30/06/2024,14:55:22,None,Tea - 0 degree,1,$4.09,$0.00,$4.09,Physical Good
30/06/2024,14:54:39,None,Teddy With Tote,1,$36.31,$0.00,$36.31,Physical Good
30/06/2024,14:54:39,Bear Brick,Bear Brick - Rabbit,1,$40.84,$0.00,$40.84,Physical Good
30/06/2024,14:54:06,Bear Brick,Bear Brick - Rabbit,1,$40.84,$0.00,$40.84,Physical Good
30/06/2024,14:53:39,None,Kaws,1,$45.38,$0.00,$45.38,Physical Good
30/06/2024,14:53:39,Beverages,Soft Drink - Can,1,$2.72,$0.00,$2.72,Physical Good
30/06/2024,14:52:54,None,Dino - Small,1,$36.31,$0.00,$36.31,Physical Good
30/06/2024,14:52:54,None,Marvel,1,$45.38,$0.00,$45.38,Physical Good
30/06/2024,14:52:54,Beverages,Soft Drink - Can,1,$2.72,$0.00,$2.72,Physical Good
30/06/2024,14:51:31,Bear Brick,Bear Brick - Rabbit,1,$40.84,$0.00,$40.84,Physical Good
30/06/2024,14:50:50,None,Kaws,1,$45.38,$0.00,$45.38,Physical Good
30/06/2024,14:45:00,Melody,Melody,1,$36.30,$0.00,$36.30,Physical Good
30/06/2024,14:45:00,None,Astronaut,1,$31.77,$0.00,$31.77,Physical Good
30/06/2024,14:38:47,None,Dino - Small,1,$36.31,$0.00,$36.31,Physical Good
30/06/2024,14:36:38,None,Marvel,1,$45.38,$0.00,$45.38,Physical Good
30/06/2024,14:36:38,None,Dino - Disco,1,$40.84,$0.00,$40.84,Physical Good
30/06/2024,14:36:38,None,Hello kitty,1,$36.31,$0.00,$36.31,Physical Good
30/06/2024,14:34:09,Beverages,Soft Drink - Can,1,$2.72,$0.00,$2.72,Physical Good
30/06/2024,14:32:55,None,Custom Amount,1,$81.23,$0.00,$81.23,
30/06/2024,14:28:08,Beverages,Soft Drink - Can,1,$2.73,$0.00,$2.73,Physical Good
30/06/2024,14:27:36,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,14:23:59,None,Repeat painting,1,$9.09,$0.00,$9.09,Service
30/06/2024,14:18:56,Couple,Couple - Avo Duck,1,$49.92,$0.00,$49.92,Physical Good
30/06/2024,14:14:04,None,Kaws,1,$45.38,$0.00,$45.38,Physical Good
30/06/2024,14:14:04,Skull Panda,Skull Panda 5,1,$40.85,$0.00,$40.85,Physical Good
30/06/2024,14:04:12,None,Teddy With Tote,1,$36.31,$0.00,$36.31,Physical Good
30/06/2024,14:03:18,None,Skull Panda - Rabbit Trainer,1,$45.38,$0.00,$45.38,Physical Good
30/06/2024,14:02:36,None,Astronaut,1,$31.77,$0.00,$31.77,Physical Good
30/06/2024,13:45:33,None,Pokemon - Blastoise,1,$45.38,$0.00,$45.38,Physical Good
30/06/2024,13:45:33,Melody,Melody,1,$36.30,$0.00,$36.30,Physical Good
30/06/2024,13:45:33,None,Hello kitty,1,$36.31,$0.00,$36.31,Physical Good
30/06/2024,13:43:18,None,Naruto,1,$40.84,$0.00,$40.84,Physical Good
30/06/2024,13:43:18,Melody,Melody,1,$36.30,$0.00,$36.30,Physical Good
30/06/2024,13:43:18,None,Hello kitty,1,$36.31,$0.00,$36.31,Physical Good
30/06/2024,13:38:31,Couple,Couple - Avo Duck,1,$49.92,$0.00,$49.92,Physical Good
30/06/2024,13:26:00,Bear Brick,Bear Brick - Rabbit,1,$40.84,$0.00,$40.84,Physical Good
30/06/2024,13:25:37,None,Teddy With Tote,1,$36.31,$0.00,$36.31,Physical Good
30/06/2024,13:23:17,None,Baby Dragon,1,$36.31,$0.00,$36.31,Physical Good
30/06/2024,13:18:35,Bear Brick,Bear Brick - Rabbit,2,$81.69,$0.00,$81.69,Physical Good
30/06/2024,13:15:39,None,Cat on Duck,1,$40.84,$0.00,$40.84,Physical Good
30/06/2024,13:15:25,None,Dino - Disco,1,$40.84,$0.00,$40.84,Physical Good
30/06/2024,13:14:59,None,Custom Amount,1,$22.73,$0.00,$22.73,
30/06/2024,13:13:25,None,Imperfect,1,$22.73,$0.00,$22.73,Physical Good
30/06/2024,13:09:29,None,Astronaut,1,$31.77,$0.00,$31.77,Physical Good
30/06/2024,13:09:29,None,Cinamon queen,1,$40.84,$0.00,$40.84,Physical Good
30/06/2024,13:09:29,None,Dino - Small,1,$36.30,$0.00,$36.30,Physical Good
30/06/2024,13:09:29,Beverages,Soft Drink - Can,1,$2.72,$0.00,$2.72,Physical Good
30/06/2024,13:09:29,Beverages,Drink - Bird Nest,1,$4.09,$0.00,$4.09,Physical Good
30/06/2024,12:44:28,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,12:42:07,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,12:35:16,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,12:24:47,None,Bubu lala,1,$45.38,$0.00,$45.38,Physical Good
30/06/2024,12:24:47,None,Dino - Small,1,$36.31,$0.00,$36.31,Physical Good
30/06/2024,12:24:12,None,Teddy With Tote,1,$36.30,$0.00,$36.30,Physical Good
30/06/2024,12:24:12,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,12:23:24,None,Imperfect,1,$22.69,$0.00,$22.69,Physical Good
30/06/2024,12:23:24,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
30/06/2024,11:51:26,Kuromi,Kuromi - Heart,1,$40.84,$0.00,$40.84,Physical Good
30/06/2024,11:50:16,Melody,Melody,1,$36.31,$0.00,$36.31,Physical Good
30/06/2024,11:50:02,None,Capybara,1,$45.38,$0.00,$45.38,Physical Good
30/06/2024,11:16:00,None,Dino - Small,1,$36.31,$0.00,$36.31,Physical Good
30/06/2024,11:15:44,None,Hello kitty,1,$36.31,$0.00,$36.31,Physical Good
30/06/2024,11:10:43,Bear Brick,Bear - Astro,1,$45.38,$0.00,$45.38,Physical Good
30/06/2024,11:10:43,Bear Brick,Bear Brick - OG,1,$40.84,$0.00,$40.84,Physical Good
30/06/2024,11:10:43,None,Rabbit - Ice Cream,1,$36.31,$0.00,$36.31,Physical Good
30/06/2024,11:08:23,Skull Panda,Skull Panda 3,1,$40.84,$0.00,$40.84,Physical Good
30/06/2024,11:07:57,Kuromi,Kuromi - Heart,1,$40.91,$0.00,$40.91,Physical Good
30/06/2024,11:06:57,Melody,Melody,1,$36.31,$0.00,$36.31,Physical Good
30/06/2024,11:06:31,Skull Panda,Skull Panda 3,1,$40.84,$0.00,$40.84,Physical Good
30/06/2024,11:06:31,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
29/06/2024,23:00:00,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
29/06/2024,23:00:00,None,Take-home kit,1,$2.72,$0.00,$2.72,Physical Good
29/06/2024,22:41:18,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
29/06/2024,22:41:18,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
29/06/2024,22:01:00,None,Astronaut,1,$31.77,$0.00,$31.77,Physical Good
29/06/2024,21:58:58,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
29/06/2024,21:58:58,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
29/06/2024,21:47:43,Beverages,Drink - Banana Milk,2,$6.81,$0.00,$6.81,Physical Good
29/06/2024,21:37:36,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
29/06/2024,21:37:22,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
29/06/2024,21:27:43,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
29/06/2024,21:04:13,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
29/06/2024,20:46:48,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
29/06/2024,20:46:48,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
29/06/2024,20:32:19,None,Imperfect,1,$22.69,$0.00,$22.69,Physical Good
29/06/2024,20:32:03,None,Imperfect,1,$22.69,$0.00,$22.69,Physical Good
29/06/2024,20:17:39,None,Cinamon queen,1,$40.84,$0.00,$40.84,Physical Good
29/06/2024,20:15:29,None,Capybara,1,$45.38,$0.00,$45.38,Physical Good
29/06/2024,19:43:09,None,Teddy With Tote,1,$36.31,$0.00,$36.31,Physical Good
29/06/2024,19:42:52,None,Teddy With Tote,1,$36.31,$0.00,$36.31,Physical Good
29/06/2024,19:28:56,None,Astronaut,1,$31.77,$0.00,$31.77,Physical Good
29/06/2024,19:28:56,Couple,Couple - Banana,1,$49.92,$0.00,$49.92,Physical Good
29/06/2024,19:28:56,Beverages,Soft Drink - Can,2,$5.44,$0.00,$5.44,Physical Good
29/06/2024,19:20:41,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
29/06/2024,19:10:52,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
29/06/2024,19:10:52,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
